player_name,age,nationality,club,league,position,market_value,goals,assists,minutes_played,passing_accuracy,tackles,interceptions,dribbles,cluster_id,cluster_label
Bernardo Mac Allister,33,Switzerland,Lille,Ligue 1,Forward,14.4,21.0,6.0,2745.0,73.8,13.6,7.3,36.5,2,Clinical Finishers
Luis Frimpong,23,Cameroon,Wolfsburg,Bundesliga,Winger,594.5,16.0,8.0,2593.0,80.6,33.3,18.4,74.6,0,Dynamic Wingers
Phil González,21,Morocco,Frankfurt,Bundesliga,Winger,169.3,6.0,6.0,1449.0,83.8,6.7,11.0,37.1,3,Creative Playmakers
Jan Martínez,20,Sweden,Lens,Ligue 1,Midfielder,174.7,4.0,4.0,1707.0,82.1,50.1,35.4,21.0,4,Defensive Anchors
Jeremie Jota,36,Japan,Man United,English Premier League,Midfielder,108.8,9.0,8.0,3051.0,86.3,68.0,68.5,56.0,1,Ball Winners
Alex Hernández,36,Croatia,Stuttgart,Bundesliga,Forward,21.9,29.0,8.0,3329.0,72.2,25.0,14.7,56.0,2,Clinical Finishers
Dominik Griezmann,30,Japan,Lens,Ligue 1,Midfielder,47.9,2.0,2.0,863.0,81.7,15.4,22.6,20.7,4,Defensive Anchors
Antoine Leão,19,Belgium,Lazio,Serie A,Winger,80.9,2.0,4.0,766.0,79.8,8.8,5.9,18.4,3,Creative Playmakers
Federico Wirtz,21,Japan,Leipzig,Bundesliga,Midfielder,81.5,1.0,1.0,909.0,84.1,22.2,20.1,3.3,4,Defensive Anchors
Alexander Müller,27,Uruguay,Brest,Ligue 1,Midfielder,454.8,1.0,4.0,2858.0,84.7,113.8,55.9,35.7,1,Ball Winners
Mohamed Müller,19,France,Juventus,Serie A,Defender,129.5,1.0,1.0,1254.0,85.7,33.7,52.7,1.3,4,Defensive Anchors
Robert Mbappé,19,Morocco,Leverkusen,Bundesliga,Forward,391.5,16.0,7.0,3187.0,80.0,6.8,11.6,45.2,2,Clinical Finishers
Robert Leão,26,Sweden,Milan,Serie A,Forward,267.3,17.0,6.0,3299.0,80.5,12.7,12.4,33.6,2,Clinical Finishers
Mohamed Rashford,29,Netherlands,Man City,English Premier League,Defender,76.4,1.0,2.0,1161.0,83.7,37.3,19.4,18.8,4,Defensive Anchors
Aurélien Núñez,29,Uruguay,Leverkusen,Bundesliga,Midfielder,88.8,4.0,10.0,2261.0,89.7,32.55,36.3,32.8,4,Defensive Anchors
Ederson Ødegaard,34,Poland,Aston Villa,English Premier League,Winger,73.6,5.0,8.0,1777.0,74.8,13.1,6.6,61.8,0,Dynamic Wingers
Nicolò Maddison,36,Norway,Real Sociedad,La Liga,Winger,23.9,9.0,7.0,2341.0,80.2,11.7,9.3,103.8,0,Dynamic Wingers
Thibaut Jota,28,Algeria,Sevilla,La Liga,Defender,511.1,4.0,11.0,3194.0,80.9,68.0,72.4,62.4,1,Ball Winners
Joshua González,21,Denmark,Real Betis,La Liga,Forward,58.0,4.0,1.0,802.0,73.8,4.8,0.9,14.4,3,Creative Playmakers
Alex ter Stegen,21,Denmark,Sevilla,La Liga,Defender,386.9,4.0,5.0,2705.0,83.1,51.1,50.9,64.6,1,Ball Winners
Marc-André Silva,27,Portugal,Tottenham,English Premier League,Winger,207.6,3.0,4.0,853.0,77.5,5.5,4.7,35.8,3,Creative Playmakers
Bernardo Foden,20,Germany,Real Sociedad,La Liga,Winger,304.3,13.0,11.0,2618.0,79.3,24.5,18.0,117.8,0,Dynamic Wingers
Antoine Oblak,20,Japan,Inter,Serie A,Defender,74.3,0.0,2.0,681.0,85.2,24.0,10.6,7.5,4,Defensive Anchors
Gianluigi Rashford,29,Norway,Brighton,English Premier League,Defender,108.2,2.0,1.0,2457.0,86.0,59.3,66.4,5.3,1,Ball Winners
Declan Saka,20,Norway,Athletic Club,La Liga,Forward,54.2,5.0,1.0,601.0,71.7,0.9,1.3,5.1,3,Creative Playmakers
Jamal Leão,29,Croatia,Wolfsburg,Bundesliga,Defender,81.8,4.0,9.0,3170.0,85.4,101.7,47.4,40.5,1,Ball Winners
Aurélien Moraes,32,Wales,Atalanta,Serie A,Defender,45.4,1.0,3.0,1118.0,82.3,21.8,23.9,22.2,4,Defensive Anchors
Luka Díaz,19,Uruguay,Brest,Ligue 1,Forward,226.7,20.0,7.0,2740.0,80.4,22.7,14.9,15.8,2,Clinical Finishers
Eduardo Maddison,25,Croatia,Newcastle,English Premier League,Defender,376.5,1.0,4.0,1796.0,85.1,33.0,31.5,32.6,4,Defensive Anchors
Alexis Leão,27,Japan,Aston Villa,English Premier League,Defender,154.7,0.0,0.0,729.0,88.5,17.2,17.0,0.5,4,Defensive Anchors
Declan ter Stegen,27,Uruguay,Leipzig,Bundesliga,Winger,328.8,10.0,4.0,1955.0,76.1,24.9,15.1,71.3,2,Clinical Finishers
Bruno Oblak,32,England,Leverkusen,Bundesliga,Defender,65.5,1.0,3.0,1061.0,84.1,30.5,30.4,20.0,4,Defensive Anchors
Mohamed Szoboszlai,29,Ivory Coast,Freiburg,Bundesliga,Forward,30.4,5.0,1.0,781.0,79.3,2.1,3.1,14.7,3,Creative Playmakers
Jan Garnacho,22,Nigeria,Reims,Ligue 1,Winger,132.8,4.0,6.0,1100.0,79.4,9.9,8.1,46.1,3,Creative Playmakers
Dušan Dybala,33,Georgia,Hoffenheim,Bundesliga,Midfielder,9.3,2.0,2.0,817.0,91.7,9.6,5.6,14.3,4,Defensive Anchors
Gianluigi Valverde,33,Sweden,Nice,Ligue 1,Defender,35.9,2.0,9.0,2929.0,82.6,58.0,43.4,45.9,1,Ball Winners
Khvicha Kimmich,28,Ivory Coast,Lazio,Serie A,Defender,468.6,1.0,7.0,2690.0,77.6,87.5,58.1,52.0,1,Ball Winners
Bernardo Ødegaard,30,Portugal,Juventus,Serie A,Defender,20.1,0.0,0.0,770.0,86.2,19.6,28.9,1.8,4,Defensive Anchors
William Leão,23,Netherlands,Nice,Ligue 1,Winger,495.0,5.0,9.0,2406.0,77.8,37.3,17.4,97.0,0,Dynamic Wingers
Mohamed Højlund,31,Cameroon,Girona,La Liga,Midfielder,28.9,4.0,1.0,1609.0,87.0,25.8,37.0,15.5,4,Defensive Anchors
Victor Salah,21,Ivory Coast,Leipzig,Bundesliga,Forward,315.5,17.0,3.0,2795.0,79.0,15.4,13.6,21.7,2,Clinical Finishers
Alexander Szoboszlai,30,Spain,Brighton,English Premier League,Midfielder,36.0,0.0,3.0,487.0,90.2,7.1,5.3,11.6,4,Defensive Anchors
Lautaro Kulusevski,33,Denmark,Arsenal,English Premier League,Defender,21.7,0.0,1.0,411.0,83.3,7.9,9.5,7.8,4,Defensive Anchors
Bruno Valverde,32,Belgium,Nice,Ligue 1,Midfielder,103.0,2.0,19.0,3159.0,84.8,47.7,48.7,94.6,0,Dynamic Wingers
Teun Eriksen,18,Netherlands,West Ham,English Premier League,Midfielder,172.0,2.0,2.0,706.0,85.3,18.6,17.1,7.6,4,Defensive Anchors
Declan Díaz,24,Germany,Rennes,Ligue 1,Forward,219.5,18.0,4.0,3297.0,72.1,16.2,14.9,59.5,2,Clinical Finishers
Harry De Bruyne,25,Morocco,Brest,Ligue 1,Forward,125.4,8.0,2.0,954.0,74.2,2.1,4.8,13.8,3,Creative Playmakers
Martin Barella,23,Poland,Freiburg,Bundesliga,Defender,268.1,2.0,6.0,1644.0,80.2,31.2,24.7,40.0,4,Defensive Anchors
Christian Martínez,26,Scotland,Werder Bremen,Bundesliga,Forward,250.3,18.0,3.0,1992.0,77.0,16.5,10.1,27.9,2,Clinical Finishers
Kevin Mbappé,31,Egypt,Athletic Club,La Liga,Winger,67.0,9.0,10.0,3204.0,74.7,21.3,23.1,139.7,0,Dynamic Wingers
Thibaut Szoboszlai,19,Spain,Tottenham,English Premier League,Midfielder,447.1,6.0,2.0,2110.0,83.2,62.6,49.5,36.6,1,Ball Winners
Diogo Salah,32,Algeria,Reims,Ligue 1,Midfielder,104.4,4.0,14.0,2775.0,86.2,36.0,42.1,54.0,0,Dynamic Wingers
